cell_type,biological_question,contrast,gene_label,gene_id,regulation,log2FoldChange,abs_log2FoldChange,padj,biotype,chromosome,description
AM,Inhibitor effect,WSN_PP1 vs WSN,Sell,ENSMUSG00000026581,Downregulated,-2.216,2.216,9.43e-07,protein_coding,1,"selectin, lymphocyte"
AM,Inhibitor effect,WSN_PP1 vs WSN,Brd1,ENSMUSG00000022387,Downregulated,-2.619,2.619,9.53e-07,protein_coding,15,bromodomain containing 1
AM,Inhibitor effect,WSN_PP1 vs WSN,Bptf,ENSMUSG00000040481,Downregulated,-2.952,2.952,9.92e-07,protein_coding,11,bromodomain PHD finger transcription factor
AM,Inhibitor effect,WSN_PP1 vs WSN,Lmnb1,ENSMUSG00000024590,Downregulated,-2.542,2.542,1.01e-06,protein_coding,18,lamin B1
AM,Inhibitor effect,WSN_PP1 vs WSN,Rnf25,ENSMUSG00000026171,Downregulated,-2.044,2.044,1.08e-06,protein_coding,1,ring finger protein 25
AM,Inhibitor effect,WSN_PP1 vs WSN,Ncoa6,ENSMUSG00000038369,Downregulated,-2.472,2.472,1.11e-06,protein_coding,2,nuclear receptor coactivator 6
AM,Inhibitor effect,WSN_PP1 vs WSN,Chil3,ENSMUSG00000040809,Upregulated,6.4,6.4,1.14e-06,protein_coding,3,chitinase-like 3
AM,Inhibitor effect,WSN_PP1 vs WSN,Aqp9,ENSMUSG00000032204,Downregulated,-2.41,2.41,1.15e-06,protein_coding,9,aquaporin 9
AM,Inhibitor effect,WSN_PP1 vs WSN,Setd2,ENSMUSG00000044791,Downregulated,-2.505,2.505,1.15e-06,protein_coding,9,SET domain containing 2
AM,Inhibitor effect,WSN_PP1 vs WSN,Racgap1,ENSMUSG00000023015,Upregulated,2.974,2.974,1.19e-06,protein_coding,15,Rac GTPase-activating protein 1
AM,Inhibitor effect,WSN_PP1 vs WSN,Rsrp1,ENSMUSG00000037266,Downregulated,-3.248,3.248,1.20e-06,protein_coding,4,arginine/serine rich protein 1
AM,Inhibitor effect,WSN_PP1 vs WSN,Nop14,ENSMUSG00000036693,Downregulated,-2.062,2.062,1.29e-06,protein_coding,5,NOP14 nucleolar protein
AM,Inhibitor effect,WSN_PP1 vs WSN,Syt7,ENSMUSG00000024743,Downregulated,-5.008,5.008,1.30e-06,protein_coding,19,synaptotagmin VII
AM,Inhibitor effect,WSN_PP1 vs WSN,Gm16548,ENSMUSG00000086593,Upregulated,3.69,3.69,1.38e-06,lncRNA,1,predicted gene 16548
AM,Inhibitor effect,WSN_PP1 vs WSN,H2-T24,ENSMUSG00000053835,Downregulated,-2.402,2.402,1.39e-06,protein_coding,17,"histocompatibility 2, T region locus 24"
AM,Inhibitor effect,WSN_PP1 vs WSN,Maml1,ENSMUSG00000050567,Downregulated,-2.265,2.265,1.44e-06,protein_coding,11,mastermind like transcriptional coactivator 1
AM,Inhibitor effect,WSN_PP1 vs WSN,Glis3,ENSMUSG00000052942,Downregulated,-2.733,2.733,1.51e-06,protein_coding,19,GLIS family zinc finger 3
AM,Inhibitor effect,WSN_PP1 vs WSN,Ppm1n,ENSMUSG00000030402,Downregulated,-4.13,4.13,1.61e-06,protein_coding,7,"protein phosphatase, Mg2+/Mn2+ dependent, 1N (putative)"
AM,Inhibitor effect,WSN_PP1 vs WSN,Gm68762,ENSMUSG00000127797,Downregulated,-2.042,2.042,1.67e-06,lncRNA,4,68762
AM,Inhibitor effect,WSN_PP1 vs WSN,Ifna5,ENSMUSG00000096682,Upregulated,2.14,2.14,1.69e-06,protein_coding,4,interferon alpha 5
AM,Inhibitor effect,WSN_PP1 vs WSN,Bcor,ENSMUSG00000040363,Downregulated,-2.314,2.314,1.71e-06,protein_coding,X,BCL6 interacting corepressor
AM,Inhibitor effect,WSN_PP1 vs WSN,Ptprm,ENSMUSG00000033278,Downregulated,-3.243,3.243,1.73e-06,protein_coding,17,protein tyrosine phosphatase receptor type M
AM,Inhibitor effect,WSN_PP1 vs WSN,Jade2,ENSMUSG00000020387,Downregulated,-2.478,2.478,1.75e-06,protein_coding,11,jade family PHD finger 2
AM,Inhibitor effect,WSN_PP1 vs WSN,Mfge8,ENSMUSG00000030605,Upregulated,2.513,2.513,1.76e-06,protein_coding,7,milk fat globule EGF and factor V/VIII domain containing
AM,Inhibitor effect,WSN_PP1 vs WSN,Atf7ip,ENSMUSG00000030213,Downregulated,-2.61,2.61,1.79e-06,protein_coding,6,activating transcription factor 7 interacting protein
AM,Inhibitor effect,WSN_PP1 vs WSN,Bst2,ENSMUSG00000046718,Downregulated,-2.161,2.161,1.83e-06,protein_coding,8,bone marrow stromal cell antigen 2
AM,Inhibitor effect,WSN_PP1 vs WSN,Zfp516,ENSMUSG00000058881,Downregulated,-2.082,2.082,1.88e-06,protein_coding,18,zinc finger protein 516
AM,Inhibitor effect,WSN_PP1 vs WSN,Stac3,ENSMUSG00000040287,Downregulated,-7.445,7.445,1.90e-06,protein_coding,10,SH3 and cysteine rich domain 3
AM,Inhibitor effect,WSN_PP1 vs WSN,Cenpa,ENSMUSG00000029177,Upregulated,3.297,3.297,1.92e-06,protein_coding,5,centromere protein A
AM,Inhibitor effect,WSN_PP1 vs WSN,Grem2,ENSMUSG00000050069,Downregulated,-3.155,3.155,2.00e-06,protein_coding,1,"gremlin 2, DAN family BMP antagonist"
AM,Inhibitor effect,WSN_PP1 vs WSN,Klf13,ENSMUSG00000052040,Downregulated,-2.055,2.055,2.01e-06,protein_coding,7,Kruppel-like transcription factor 13
AM,Inhibitor effect,WSN_PP1 vs WSN,Gm26728,ENSMUSG00000101162,Upregulated,3.416,3.416,2.02e-06,lncRNA,6,26728
AM,Inhibitor effect,WSN_PP1 vs WSN,Fkbp1b,ENSMUSG00000020635,Upregulated,2.262,2.262,2.05e-06,protein_coding,12,FK506 binding protein 1b
AM,Inhibitor effect,WSN_PP1 vs WSN,Gm72665,ENSMUSG00000131039,Downregulated,-3.368,3.368,2.07e-06,lncRNA,7,72665
AM,Inhibitor effect,WSN_PP1 vs WSN,Slc44a1,ENSMUSG00000028412,Upregulated,3.204,3.204,2.08e-06,protein_coding,4,"solute carrier family 44, member 1"
AM,Inhibitor effect,WSN_PP1 vs WSN,Maoa,ENSMUSG00000025037,Upregulated,2.226,2.226,2.08e-06,protein_coding,X,monoamine oxidase A
AM,Inhibitor effect,WSN_PP1 vs WSN,Fcnaos,ENSMUSG00000052403,Upregulated,4.04,4.04,2.12e-06,lncRNA,2,"ficolin A, opposite strand"
AM,Inhibitor effect,WSN_PP1 vs WSN,Dgkz,ENSMUSG00000040479,Downregulated,-3.068,3.068,2.20e-06,protein_coding,2,diacylglycerol kinase zeta
AM,Inhibitor effect,WSN_PP1 vs WSN,Apc,ENSMUSG00000005871,Downregulated,-2.75,2.75,2.20e-06,protein_coding,18,"APC, WNT signaling pathway regulator"
AM,Inhibitor effect,WSN_PP1 vs WSN,Nicol1,ENSMUSG00000070858,Upregulated,2.941,2.941,2.21e-06,protein_coding,5,NELL2 interacting cell ontogeny regulator 1
AM,Inhibitor effect,WSN_PP1 vs WSN,Rreb1,ENSMUSG00000039087,Downregulated,-2.11,2.11,2.23e-06,protein_coding,13,ras responsive element binding protein 1
AM,Inhibitor effect,WSN_PP1 vs WSN,Cep83,ENSMUSG00000020024,Downregulated,-2.935,2.935,2.32e-06,protein_coding,10,centrosomal protein 83
AM,Inhibitor effect,WSN_PP1 vs WSN,Enpp2,ENSMUSG00000022425,Downregulated,-2.493,2.493,2.37e-06,protein_coding,15,ectonucleotide pyrophosphatase/phosphodiesterase 2
AM,Inhibitor effect,WSN_PP1 vs WSN,Cryz,ENSMUSG00000028199,Upregulated,2.485,2.485,2.37e-06,protein_coding,3,"crystallin, zeta"
AM,Inhibitor effect,WSN_PP1 vs WSN,Fli1,ENSMUSG00000016087,Downregulated,-2.093,2.093,2.38e-06,protein_coding,9,Friend leukemia integration 1
AM,Inhibitor effect,WSN_PP1 vs WSN,Ctsk,ENSMUSG00000028111,Upregulated,3.461,3.461,2.39e-06,protein_coding,3,cathepsin K
AM,Inhibitor effect,WSN_PP1 vs WSN,Serping1,ENSMUSG00000023224,Downregulated,-3.308,3.308,2.39e-06,protein_coding,2,"serine (or cysteine) peptidase inhibitor, clade G, member 1"
AM,Inhibitor effect,WSN_PP1 vs WSN,Ifitm10,ENSMUSG00000045777,Downregulated,-3.518,3.518,2.43e-06,protein_coding,7,interferon induced transmembrane protein 10
AM,Inhibitor effect,WSN_PP1 vs WSN,Trerf1,ENSMUSG00000064043,Downregulated,-3.8,3.8,2.44e-06,protein_coding,17,transcriptional regulating factor 1
AM,Inhibitor effect,WSN_PP1 vs WSN,Atp6v0d2,ENSMUSG00000028238,Upregulated,3.217,3.217,2.44e-06,protein_coding,4,"ATPase, H+ transporting, lysosomal V0 subunit D2"
AM,Inhibitor effect,WSN_PP1 vs WSN,Gm68467,ENSMUSG00000124577,Upregulated,2.89,2.89,2.52e-06,lncRNA,4,68467
AM,Inhibitor effect,WSN_PP1 vs WSN,Ccl11,ENSMUSG00000020676,Downregulated,-5.414,5.414,2.62e-06,protein_coding,11,C-C motif chemokine ligand 11
AM,Inhibitor effect,WSN_PP1 vs WSN,Gm73429,ENSMUSG00000137874,Downregulated,-3.848,3.848,3.01e-06,lncRNA,7,73429
AM,Inhibitor effect,WSN_PP1 vs WSN,Timd4,ENSMUSG00000055546,Upregulated,4.261,4.261,3.08e-06,protein_coding,11,T cell immunoglobulin and mucin domain containing 4
AM,Inhibitor effect,WSN_PP1 vs WSN,Arfgef2,ENSMUSG00000074582,Downregulated,-2.174,2.174,3.08e-06,protein_coding,2,ARF guanine nucleotide exchange factor 2
AM,Inhibitor effect,WSN_PP1 vs WSN,Sh2b2,ENSMUSG00000005057,Downregulated,-2.579,2.579,3.11e-06,protein_coding,5,SH2B adaptor protein 2
AM,Inhibitor effect,WSN_PP1 vs WSN,Tet3,ENSMUSG00000034832,Downregulated,-2.289,2.289,3.12e-06,protein_coding,6,tet methylcytosine dioxygenase 3
AM,Inhibitor effect,WSN_PP1 vs WSN,Nos2,ENSMUSG00000020826,Upregulated,2.787,2.787,3.13e-06,protein_coding,11,"nitric oxide synthase 2, inducible"
AM,Inhibitor effect,WSN_PP1 vs WSN,Fcgr3,ENSMUSG00000059498,Upregulated,2.035,2.035,3.13e-06,protein_coding,1,"Fc receptor, IgG, low affinity III"
AM,Inhibitor effect,WSN_PP1 vs WSN,Gm73905,ENSMUSG00000142470,Upregulated,2.608,2.608,3.17e-06,lncRNA,7,73905
AM,Inhibitor effect,WSN_PP1 vs WSN,Brpf1,ENSMUSG00000001632,Downregulated,-2.621,2.621,3.42e-06,protein_coding,6,"bromodomain and PHD finger containing, 1"
AM,Inhibitor effect,WSN_PP1 vs WSN,Mme,ENSMUSG00000027820,Upregulated,3.086,3.086,3.49e-06,protein_coding,3,membrane metallo endopeptidase
AM,Inhibitor effect,WSN_PP1 vs WSN,Tfrc,ENSMUSG00000022797,Upregulated,2.728,2.728,3.50e-06,protein_coding,16,transferrin receptor
AM,Inhibitor effect,WSN_PP1 vs WSN,Cdh24,ENSMUSG00000059674,Downregulated,-7.264,7.264,3.54e-06,protein_coding,14,cadherin-like 24
AM,Inhibitor effect,WSN_PP1 vs WSN,D17H6S56E-5,ENSMUSG00000120992,Upregulated,2.918,2.918,3.69e-06,protein_coding,17,"DNA segment, Chr 17, human D6S56E 5"
AM,Inhibitor effect,WSN_PP1 vs WSN,Hs6st2,ENSMUSG00000062184,Upregulated,3.284,3.284,3.70e-06,protein_coding,X,heparan sulfate 6-O-sulfotransferase 2
AM,Inhibitor effect,WSN_PP1 vs WSN,Abcg2,ENSMUSG00000029802,Upregulated,2.568,2.568,3.78e-06,protein_coding,6,ATP binding cassette subfamily G member 2 (Junior blood group)
AM,Inhibitor effect,WSN_PP1 vs WSN,Adap2,ENSMUSG00000020709,Downregulated,-2.887,2.887,4.02e-06,protein_coding,11,ArfGAP with dual PH domains 2
AM,Inhibitor effect,WSN_PP1 vs WSN,Cd300e,ENSMUSG00000048498,Downregulated,-3.362,3.362,4.04e-06,protein_coding,11,CD300E molecule
AM,Inhibitor effect,WSN_PP1 vs WSN,Klf10,ENSMUSG00000037465,Downregulated,-2.113,2.113,4.06e-06,protein_coding,15,Kruppel-like transcription factor 10
AM,Inhibitor effect,WSN_PP1 vs WSN,Gm46603,ENSMUSG00000117592,Downregulated,-7.28,7.28,4.08e-06,lncRNA,17,46603
AM,Inhibitor effect,WSN_PP1 vs WSN,Dqx1,ENSMUSG00000009145,Downregulated,-5.487,5.487,4.18e-06,protein_coding,6,DEAQ RNA-dependent ATPase
AM,Inhibitor effect,WSN_PP1 vs WSN,C1s1,ENSMUSG00000038521,Downregulated,-2.988,2.988,4.18e-06,protein_coding,6,"complement component 1, s subcomponent 1"
AM,Inhibitor effect,WSN_PP1 vs WSN,Spic,ENSMUSG00000004359,Downregulated,-2.449,2.449,4.35e-06,protein_coding,10,Spi-C transcription factor (Spi-1/PU.1 related)
AM,Inhibitor effect,WSN_PP1 vs WSN,Gm72623,ENSMUSG00000136525,Upregulated,2.631,2.631,4.38e-06,lncRNA,5,72623
AM,Inhibitor effect,WSN_PP1 vs WSN,Plac9,ENSMUSG00000095304,Upregulated,2.177,2.177,4.52e-06,protein_coding,14,placenta specific 9
AM,Inhibitor effect,WSN_PP1 vs WSN,Lcn2,ENSMUSG00000026822,Downregulated,-3.815,3.815,4.65e-06,protein_coding,2,lipocalin 2
AM,Inhibitor effect,WSN_PP1 vs WSN,Plet1os,ENSMUSG00000101304,Upregulated,4.771,4.771,4.71e-06,lncRNA,9,"placenta expressed transcript 1, opposite strand"
AM,Inhibitor effect,WSN_PP1 vs WSN,Stab2,ENSMUSG00000035459,Upregulated,3.317,3.317,4.72e-06,protein_coding,10,stabilin 2
AM,Inhibitor effect,WSN_PP1 vs WSN,Gm38383,ENSMUSG00000102591,Downregulated,-4.633,4.633,4.84e-06,TEC,2,38383
AM,Inhibitor effect,WSN_PP1 vs WSN,Macrod1,ENSMUSG00000036278,Upregulated,2.627,2.627,4.99e-06,protein_coding,19,mono-ADP ribosylhydrolase 1
AM,Inhibitor effect,WSN_PP1 vs WSN,Dnajc12,ENSMUSG00000036764,Upregulated,2.384,2.384,5.05e-06,protein_coding,10,DnaJ heat shock protein family (Hsp40) member C12
AM,Inhibitor effect,WSN_PP1 vs WSN,Tmem86a,ENSMUSG00000010307,Downregulated,-2.194,2.194,5.40e-06,protein_coding,7,transmembrane protein 86A
AM,Inhibitor effect,WSN_PP1 vs WSN,Kmt2a,ENSMUSG00000002028,Downregulated,-2.978,2.978,5.47e-06,protein_coding,9,lysine (K)-specific methyltransferase 2A
AM,Inhibitor effect,WSN_PP1 vs WSN,Mrtfb,ENSMUSG00000009569,Downregulated,-2.775,2.775,5.67e-06,protein_coding,16,myocardin related transcription factor B
AM,Inhibitor effect,WSN_PP1 vs WSN,Phf3,ENSMUSG00000048874,Downregulated,-2.624,2.624,5.67e-06,protein_coding,1,PHD finger protein 3
AM,Inhibitor effect,WSN_PP1 vs WSN,H2-K2,ENSMUSG00000121503,Downregulated,-3.428,3.428,5.77e-06,lncRNA,17,"histocompatibility 2, K region locus 2"
AM,Inhibitor effect,WSN_PP1 vs WSN,S100a1,ENSMUSG00000044080,Upregulated,2.952,2.952,5.86e-06,protein_coding,3,S100 calcium binding protein A1
AM,Inhibitor effect,WSN_PP1 vs WSN,Kdm6b,ENSMUSG00000018476,Downregulated,-3.054,3.054,5.90e-06,protein_coding,11,KDM1 lysine (K)-specific demethylase 6B
AM,Inhibitor effect,WSN_PP1 vs WSN,Cebpa,ENSMUSG00000034957,Downregulated,-2.513,2.513,6.00e-06,protein_coding,7,CCAAT/enhancer binding protein alpha
AM,Inhibitor effect,WSN_PP1 vs WSN,AW011738,ENSMUSG00000078349,Downregulated,-2.223,2.223,6.35e-06,lncRNA,4,expressed sequence AW011738
AM,Inhibitor effect,WSN_PP1 vs WSN,Pianp,ENSMUSG00000030329,Upregulated,4.038,4.038,6.36e-06,protein_coding,6,PILR alpha associated neural protein
AM,Inhibitor effect,WSN_PP1 vs WSN,Gm40358,ENSMUSG00000142514,Downregulated,-6.145,6.145,6.55e-06,lncRNA,6,40358
AM,Inhibitor effect,WSN_PP1 vs WSN,Tmem254,ENSMUSG00000072676,Upregulated,2.29,2.29,6.92e-06,protein_coding,14,transmembrane protein 254
AM,Inhibitor effect,WSN_PP1 vs WSN,Psrc1,ENSMUSG00000068744,Downregulated,-2.351,2.351,6.99e-06,protein_coding,3,proline/serine-rich coiled-coil 1
AM,Inhibitor effect,WSN_PP1 vs WSN,Ash1l,ENSMUSG00000028053,Downregulated,-2.722,2.722,7.14e-06,protein_coding,3,ASH1 like histone lysine methyltransferase
AM,Inhibitor effect,WSN_PP1 vs WSN,Gm57225,ENSMUSG00000120737,Downregulated,-7.063,7.063,7.30e-06,lncRNA,7,57225
AM,Inhibitor effect,WSN_PP1 vs WSN,Ankrd11,ENSMUSG00000035569,Downregulated,-2.829,2.829,7.37e-06,protein_coding,8,ankyrin repeat domain 11
AM,Inhibitor effect,WSN_PP1 vs WSN,Taf8,ENSMUSG00000023980,Downregulated,-2.744,2.744,7.43e-06,protein_coding,17,TATA-box binding protein associated factor 8
AM,Inhibitor effect,WSN_PP1 vs WSN,Rnf128,ENSMUSG00000031438,Upregulated,2.192,2.192,7.43e-06,protein_coding,X,ring finger protein 128
AM,Inhibitor effect,WSN_PP1 vs WSN,Rps6ka3,ENSMUSG00000031309,Upregulated,2.155,2.155,7.43e-06,protein_coding,X,ribosomal protein S6 kinase polypeptide 3
AM,Inhibitor effect,WSN_PP1 vs WSN,Nktr,ENSMUSG00000032525,Downregulated,-2.89,2.89,7.56e-06,protein_coding,9,natural killer tumor recognition sequence
AM,Inhibitor effect,WSN_PP1 vs WSN,Soat2,ENSMUSG00000023045,Downregulated,-3.345,3.345,7.76e-06,protein_coding,15,sterol O-acyltransferase 2
AM,Inhibitor effect,WSN_PP1 vs WSN,Qpct,ENSMUSG00000024084,Upregulated,3.53,3.53,8.16e-06,protein_coding,17,glutaminyl-peptide cyclotransferase (glutaminyl cyclase)
AM,Inhibitor effect,WSN_PP1 vs WSN,Mturn,ENSMUSG00000038065,Upregulated,3.05,3.05,8.41e-06,protein_coding,6,"maturin, neural progenitor differentiation regulator homolog (Xenopus)"
AM,Inhibitor effect,WSN_PP1 vs WSN,Ccr3,ENSMUSG00000035448,Upregulated,2.876,2.876,8.63e-06,protein_coding,9,C-C motif chemokine receptor 3
AM,Inhibitor effect,WSN_PP1 vs WSN,Syngr1,ENSMUSG00000022415,Upregulated,2.347,2.347,9.10e-06,protein_coding,15,synaptogyrin 1
AM,Inhibitor effect,WSN_PP1 vs WSN,Gm75422,ENSMUSG00000138016,Downregulated,-3.289,3.289,9.10e-06,lncRNA,2,75422
AM,Inhibitor effect,WSN_PP1 vs WSN,Mfsd13a,ENSMUSG00000025227,Upregulated,2.186,2.186,9.19e-06,protein_coding,19,major facilitator superfamily domain containing 13a
AM,Inhibitor effect,WSN_PP1 vs WSN,Folr2,ENSMUSG00000032725,Upregulated,2.507,2.507,9.49e-06,protein_coding,7,folate receptor beta
AM,Inhibitor effect,WSN_PP1 vs WSN,S1pr3,ENSMUSG00000067586,Upregulated,2.654,2.654,9.71e-06,protein_coding,13,sphingosine-1-phosphate receptor 3
AM,Inhibitor effect,WSN_PP1 vs WSN,Itga7,ENSMUSG00000025348,Downregulated,-3.516,3.516,9.90e-06,protein_coding,10,integrin alpha 7
AM,Inhibitor effect,WSN_PP1 vs WSN,Prg4,ENSMUSG00000006014,Downregulated,-3.242,3.242,1.04e-05,protein_coding,1,"proteoglycan 4 (megakaryocyte stimulating factor, articular superficial zone protein)"
AM,Inhibitor effect,WSN_PP1 vs WSN,Txlnb,ENSMUSG00000039891,Downregulated,-3.331,3.331,1.04e-05,protein_coding,10,taxilin beta
AM,Inhibitor effect,WSN_PP1 vs WSN,S100a6,ENSMUSG00000001025,Upregulated,2.816,2.816,1.04e-05,protein_coding,3,S100 calcium binding protein A6 (calcyclin)
AM,Inhibitor effect,WSN_PP1 vs WSN,Fzd7,ENSMUSG00000041075,Upregulated,2.406,2.406,1.05e-05,protein_coding,1,frizzled class receptor 7
AM,Inhibitor effect,WSN_PP1 vs WSN,Nr4a3,ENSMUSG00000028341,Downregulated,-2.379,2.379,1.05e-05,protein_coding,4,"nuclear receptor subfamily 4, group A, member 3"
AM,Inhibitor effect,WSN_PP1 vs WSN,Zranb3,ENSMUSG00000036086,Upregulated,2.486,2.486,1.09e-05,protein_coding,1,"zinc finger, RAN-binding domain containing 3"
AM,Inhibitor effect,WSN_PP1 vs WSN,Cib2,ENSMUSG00000037493,Upregulated,2.433,2.433,1.09e-05,protein_coding,9,calcium and integrin binding family member 2
AM,Inhibitor effect,WSN_PP1 vs WSN,Nfatc2,ENSMUSG00000027544,Downregulated,-2.934,2.934,1.10e-05,protein_coding,2,"nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2"
AM,Inhibitor effect,WSN_PP1 vs WSN,Gm43351,ENSMUSG00000105769,Downregulated,-3.107,3.107,1.16e-05,lncRNA,3,predicted gene 43351
AM,Inhibitor effect,WSN_PP1 vs WSN,Sdhaf4,ENSMUSG00000026154,Upregulated,2.247,2.247,1.17e-05,protein_coding,1,succinate dehydrogenase complex assembly factor 4
AM,Inhibitor effect,WSN_PP1 vs WSN,Chd2,ENSMUSG00000078671,Downregulated,-2.64,2.64,1.17e-05,protein_coding,7,chromodomain helicase DNA binding protein 2
AM,Inhibitor effect,WSN_PP1 vs WSN,Dst,ENSMUSG00000026131,Downregulated,-2.874,2.874,1.18e-05,protein_coding,1,dystonin
AM,Inhibitor effect,WSN_PP1 vs WSN,Lsp1,ENSMUSG00000018819,Upregulated,2.584,2.584,1.23e-05,protein_coding,7,lymphocyte specific 1
AM,Inhibitor effect,WSN_PP1 vs WSN,Resf1,ENSMUSG00000032712,Downregulated,-2.197,2.197,1.24e-05,protein_coding,6,retroelement silencing factor 1
AM,Inhibitor effect,WSN_PP1 vs WSN,Mir142hg,ENSMUSG00000084796,Downregulated,-3.309,3.309,1.25e-05,lncRNA,11,Mir142 host gene (non-protein coding)
AM,Inhibitor effect,WSN_PP1 vs WSN,Trim8,ENSMUSG00000025034,Downregulated,-2.548,2.548,1.26e-05,protein_coding,19,tripartite motif-containing 8
AM,Inhibitor effect,WSN_PP1 vs WSN,Apoe,ENSMUSG00000002985,Upregulated,2.103,2.103,1.26e-05,protein_coding,7,apolipoprotein E
AM,Inhibitor effect,WSN_PP1 vs WSN,Fcgr2b,ENSMUSG00000026656,Upregulated,2.558,2.558,1.26e-05,protein_coding,1,"Fc receptor, IgG, low affinity IIb"
AM,Inhibitor effect,WSN_PP1 vs WSN,Plekhn1,ENSMUSG00000078485,Downregulated,-2.733,2.733,1.29e-05,protein_coding,4,"pleckstrin homology domain containing, family N member 1"
AM,Inhibitor effect,WSN_PP1 vs WSN,S100a9,ENSMUSG00000056071,Upregulated,8.346,8.346,1.35e-05,protein_coding,3,S100 calcium binding protein A9 (calgranulin B)
AM,Inhibitor effect,WSN_PP1 vs WSN,Nol4l,ENSMUSG00000061411,Downregulated,-4.039,4.039,1.39e-05,protein_coding,2,nucleolar protein 4-like
AM,Inhibitor effect,WSN_PP1 vs WSN,Rbbp6,ENSMUSG00000030779,Downregulated,-2.039,2.039,1.44e-05,protein_coding,7,"retinoblastoma binding protein 6, ubiquitin ligase"
AM,Inhibitor effect,WSN_PP1 vs WSN,Iffo1,ENSMUSG00000038271,Downregulated,-3.443,3.443,1.51e-05,protein_coding,6,intermediate filament family orphan 1
AM,Inhibitor effect,WSN_PP1 vs WSN,Ampd1,ENSMUSG00000070385,Downregulated,-4.702,4.702,1.51e-05,protein_coding,3,adenosine monophosphate deaminase 1
AM,Inhibitor effect,WSN_PP1 vs WSN,AI504432,ENSMUSG00000056145,Downregulated,-4.343,4.343,1.59e-05,lncRNA,3,expressed sequence AI504432
AM,Inhibitor effect,WSN_PP1 vs WSN,Cmbl,ENSMUSG00000022235,Upregulated,4.884,4.884,1.59e-05,protein_coding,15,carboxymethylenebutenolidase homolog
AM,Inhibitor effect,WSN_PP1 vs WSN,Zfp62,ENSMUSG00000046311,Downregulated,-2.03,2.03,1.62e-05,protein_coding,11,zinc finger protein 62
AM,Inhibitor effect,WSN_PP1 vs WSN,Bmp1,ENSMUSG00000022098,Downregulated,-2.358,2.358,1.64e-05,protein_coding,14,bone morphogenetic protein 1
AM,Inhibitor effect,WSN_PP1 vs WSN,Dbi,ENSMUSG00000026385,Upregulated,2.06,2.06,1.66e-05,protein_coding,1,diazepam binding inhibitor
AM,Inhibitor effect,WSN_PP1 vs WSN,Sesn1,ENSMUSG00000038332,Downregulated,-2.196,2.196,1.72e-05,protein_coding,10,sestrin 1
AM,Inhibitor effect,WSN_PP1 vs WSN,Parvg,ENSMUSG00000022439,Upregulated,2.656,2.656,1.73e-05,protein_coding,15,"parvin, gamma"
AM,Inhibitor effect,WSN_PP1 vs WSN,Gm28437,ENSMUSG00000101111,Upregulated,2.814,2.814,1.80e-05,unprocessed_pseudogene,1,predicted gene 28437
AM,Inhibitor effect,WSN_PP1 vs WSN,Crebbp,ENSMUSG00000022521,Downregulated,-2.526,2.526,1.81e-05,protein_coding,16,CREB binding protein
AM,Inhibitor effect,WSN_PP1 vs WSN,Gng10,ENSMUSG00000038607,Upregulated,2.384,2.384,1.81e-05,protein_coding,4,"guanine nucleotide binding protein (G protein), gamma 10"
AM,Inhibitor effect,WSN_PP1 vs WSN,Casp12,ENSMUSG00000025887,Upregulated,3.396,3.396,1.89e-05,protein_coding,9,caspase 12
AM,Inhibitor effect,WSN_PP1 vs WSN,Mmp12,ENSMUSG00000049723,Upregulated,5.714,5.714,1.89e-05,protein_coding,9,matrix metallopeptidase 12
AM,Inhibitor effect,WSN_PP1 vs WSN,Apod,ENSMUSG00000022548,Downregulated,-4.985,4.985,1.94e-05,protein_coding,16,apolipoprotein D
AM,Inhibitor effect,WSN_PP1 vs WSN,Or2v1,ENSMUSG00000040328,Upregulated,2.763,2.763,1.94e-05,protein_coding,11,olfactory receptor family 2 subfamily V member 1
AM,Inhibitor effect,WSN_PP1 vs WSN,Lrig1,ENSMUSG00000030029,Downregulated,-2.219,2.219,2.00e-05,protein_coding,6,leucine-rich repeats and immunoglobulin-like domains 1
AM,Inhibitor effect,WSN_PP1 vs WSN,Setd1b,ENSMUSG00000038384,Downregulated,-2.065,2.065,2.00e-05,protein_coding,5,SET domain containing 1B
AM,Inhibitor effect,WSN_PP1 vs WSN,Lilrb4a,ENSMUSG00000112148,Downregulated,-3.719,3.719,2.04e-05,protein_coding,10,"leukocyte immunoglobulin-like receptor, subfamily B, member 4A"
AM,Inhibitor effect,WSN_PP1 vs WSN,Mllt10,ENSMUSG00000026743,Downregulated,-2.428,2.428,2.06e-05,protein_coding,2,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10"
AM,Inhibitor effect,WSN_PP1 vs WSN,Rere,ENSMUSG00000039852,Downregulated,-2.111,2.111,2.06e-05,protein_coding,4,arginine glutamic acid dipeptide (RE) repeats
AM,Inhibitor effect,WSN_PP1 vs WSN,Pnisr,ENSMUSG00000028248,Downregulated,-3.133,3.133,2.07e-05,protein_coding,4,PNN interacting serine/arginine-rich
AM,Inhibitor effect,WSN_PP1 vs WSN,A930007I19Rik,ENSMUSG00000097855,Downregulated,-2.243,2.243,2.07e-05,lncRNA,19,A930007I19 gene
AM,Inhibitor effect,WSN_PP1 vs WSN,Mrps6,ENSMUSG00000039680,Upregulated,2.171,2.171,2.12e-05,protein_coding,16,mitochondrial ribosomal protein S6
